"mean","sd","sd_low","sd_high","month","year","parameter"
24.48624000054,3.65390874695723,20.8323312535828,28.1401487474972,"May","2009","mlotst"
17.9109485272692,2.26163583868575,15.6493126885834,20.1725843659549,"May","2010","mlotst"
26.6647948115578,4.24482608044815,22.4199687311096,30.9096208920059,"May","2011","mlotst"
20.8002259596001,3.06838342806754,17.7318425315326,23.8686093876677,"May","2012","mlotst"
28.3960302685906,6.99606763507011,21.3999626335205,35.3920979036607,"May","2013","mlotst"
13.4738855240888,0.500064487096718,12.9738210369921,13.9739500111855,"June","2009","mlotst"
13.1696897153601,0.80539371703482,12.3642959983253,13.975083432395,"June","2010","mlotst"
19.8475452927234,2.19539130245743,17.652153990266,22.0429365951809,"June","2011","mlotst"
16.5778482743042,1.05154497055641,15.5263033037478,17.6293932448606,"June","2012","mlotst"
15.5242352049911,0.948200324688,14.5760348803031,16.4724355296791,"June","2013","mlotst"
18.8971956282125,1.75589573134466,17.1412998968678,20.6530913595571,"July","2009","mlotst"
18.1876385080821,1.65440826947145,16.5332302386107,19.8420467775536,"July","2010","mlotst"
16.5671256634218,1.72209840702884,14.8450272563929,18.2892240704506,"July","2011","mlotst"
15.4205055997158,0.754022692386978,14.6664829073288,16.1745282921027,"July","2012","mlotst"
12.0144449429009,0.441985745219296,11.5724591976816,12.4564306881202,"July","2013","mlotst"
